A,B,P,UF,OF,NaNF,InfF,DNF,ZF
2c448d14,b8000000,a4c48d14,0,0,0,0,0,0
b24e103f,faa0b6a1,6d815d29,0,0,0,0,0,0
12957c18,3139bfa1,0458ed26,0,0,0,0,0,0
300e0ea5,5dd064c9,4e6747a7,0,0,0,0,0,0
725c0192,97c2da8b,caa77501,0,0,0,0,0,0
e4266b32,0e5dace8,b3101af1,0,0,0,0,0,0
feabbc23,15800000,d4abbc23,0,0,0,0,0,0
429ae253,bd27f038,c04b35f4,0,0,0,0,0,0
c8ee04eb,6d9c99fd,f7119a2b,0,0,0,0,0,0
cb000000,083c8ee7,93bc8ee7,0,0,0,0,0,0
160cc19b,e401c442,ba8eb2ef,0,0,0,0,0,0
8d64f65f,f0f864a4,3ede28af,0,0,0,0,0,0
289766ec,3df51364,2710f0f8,0,0,0,0,0,0
cb5f29ff,eb7b5266,775b1601,0,0,0,0,0,0
929f3145,e32c43a3,36563e53,0,0,0,0,0,0
e5d3fec9,9bdecd64,42388108,0,0,0,0,0,0
9aa5ac4e,2e2e051e,89613cda,0,0,0,0,0,0
f3a6cb8a,241aff9d,d849f9f8,0,0,0,0,0,0
352359be,f4c758a4,ea7e66a4,0,0,0,0,0,0
84e99b7a,ee29ac33,339ad4c7,0,0,0,0,0,0
5536e5bd,8d92694f,a3513485,0,0,0,0,0,0
d4e9993b,3a85ea92,cff4654e,0,0,0,0,0,0
79756320,b97e13ad,f3738b36,0,0,0,0,0,0
f07b30fd,9f395409,5035d8dc,0,0,0,0,0,0
d50cda0f,10f12204,a684abff,0,0,0,0,0,0
85f51d45,5eda6b30,a551218e,0,0,0,0,0,0
ab3c927a,7e7b978f,ea395341,0,0,0,0,0,0
c2000000,d6000000,58800000,0,0,0,0,0,0
fe6a0921,0046fe60,bf35eb9c,0,0,0,0,0,0
6e112fb1,ae7468e6,dd0a9cf3,0,0,0,0,0,0
083abffe,c7edb472,90ad6760,0,0,0,0,0,0
1ff89c9e,2a16397d,0a91e399,0,0,0,0,0,0
c637016c,803a8de1,07055c75,0,0,0,0,0,0
3df9cd39,9c3e6f5b,9ab9d2f9,0,0,0,0,0,0
f1f45084,07d540f5,ba4b84fc,0,0,0,0,0,0
170decac,2f2c9c04,06bf6304,0,0,0,0,0,0
c278b73c,8b476f10,0e41c257,0,0,0,0,0,0
49413233,9c55b5b8,a62147e8,0,0,0,0,0,0
db9e8bc1,b6800000,529e8bc1,0,0,0,0,0,0
4dba836f,89d409b3,981a7be9,0,0,0,0,0,0
28252815,45e5740b,2e9407b8,0,0,0,0,0,0
8018401e,4b51a418,8bf95be0,0,0,0,0,0,0
4e4b9808,80281614,8f05ad54,0,0,0,0,0,0
1d48257a,b0ea4b5b,8eb72d2c,0,0,0,0,0,0
34f10830,310051cf,2671a23d,0,0,0,0,0,0
59a108a9,26ce7060,4101dba8,0,0,0,0,0,0
b01b8421,15a4d91b,86484911,0,0,0,0,0,0
bb7be04f,8f29106a,0b26573a,0,0,0,0,0,0
768b7789,00201a8f,372e725b,0,0,0,0,0,0
451e8f50,35ae8ebb,3b583b9f,0,0,0,0,0,0
09d9f1b7,60991b8d,2b0258eb,0,0,0,0,0,0
9d6dae71,3ddf6819,9bcf6b9b,0,0,0,0,0,0
8b6082c7,dcc46ded,28ac4488,0,0,0,0,0,0
d9ccc33a,4d000000,e74cc33a,0,0,0,0,0,0
237fe761,df01dd20,c301d0a3,0,0,0,0,0,0
0cd74f3c,62ec3d59,3046b0a4,0,0,0,0,0,0
b57c6568,a18e40f4,178c404a,0,0,0,0,0,0
4daa08fa,3abe96ea,48fd2dcc,0,0,0,0,0,0
176a2894,2faeaa03,079fc316,0,0,0,0,0,0
bb2b3409,1c71476e,98215bc1,0,0,0,0,0,0
cf724fd4,e89b4ea8,789300c9,0,0,0,0,0,0
6a620a53,93000000,bde20a53,0,0,0,0,0,0
e6c25afc,10d46100,b8213cfd,0,0,0,0,0,0
4b835260,ac4ac61b,b850093f,0,0,0,0,0,0
00004f82,e7c99284,a84a0fb9,0,0,0,0,0,0
1cd39a8d,5de9b4f3,3b412d3c,0,0,0,0,0,0
005dc08f,71c27da5,32a878c2,0,0,0,0,0,0
0807da96,4750f74b,0fddc9ab,0,0,0,0,0,0
de800000,001be35c,9f1be35c,0,0,0,0,0,0
a1800000,b4be1afc,16be1afc,0,0,0,0,0,0
8474b36f,c3a904a6,08a18ee6,0,0,0,0,0,0
40785fbe,198006e4,1a786d1d,0,0,0,0,0,0
5a5163d0,de800000,f95163d0,0,0,0,0,0,0
2239c0a1,c32f9659,a5fecf8b,0,0,0,0,0,0
93ebd988,458b0e69,9a001c63,0,0,0,0,0,0
c32c1e6e,68305fb2,ebed2a85,0,0,0,0,0,0
e927d713,279d6604,d14e6392,0,0,0,0,0,0
4363d379,2c8ae080,30772f94,0,0,0,0,0,0
10000000,d9de504b,aa5e504b,0,0,0,0,0,0
af301eef,d51d68b4,44d89602,0,0,0,0,0,0
b082973e,6e87b293,df8a71b4,0,0,0,0,0,0
11e57997,49000000,1b657997,0,0,0,0,0,0
30345716,3b06d03e,2bbdf090,0,0,0,0,0,0
e263cb2b,000c7351,a2f9f370,0,0,0,0,0,0
c0cd0f73,004d8fa0,81a4a86b,0,0,0,0,0,0
c56bd6b4,824f8e28,083f3591,0,0,0,0,0,0
17000000,59e43d6f,31643d6f,0,0,0,0,0,0
9c069ae4,ac5e3a3a,08e9b1df,0,0,0,0,0,0
aac45fa1,60d85da7,cc25f887,0,0,0,0,0,0
1f0cd2e7,b4ab226b,943c479e,0,0,0,0,0,0
4defcde2,a1b4a776,b02939a1,0,0,0,0,0,0
c3aace66,8df90e82,12262c6f,0,0,0,0,0,0
a01da08a,d0e26a66,318b693d,0,0,0,0,0,0
f8dc4c56,890c6169,42719b25,0,0,0,0,0,0
e902deb8,48573fd2,f1dc1359,0,0,0,0,0,0
3af098cb,195e8d84,14d12980,0,0,0,0,0,0
2ee6ca01,c8b8e803,b826b25a,0,0,0,0,0,0
3efa2e1b,5b37ee62,5ab3bfec,0,0,0,0,0,0
bda273bd,08c5bc7f,86faf55c,0,0,0,0,0,0
928874f7,7b71574f,ce80a4a6,0,0,0,0,0,0
188eb7b7,f95975fc,d2727701,0,0,0,0,0,0
71a4623a,8076e02b,b29e8655,0,0,0,0,0,0
390668d4,5bc35b44,554d2389,0,0,0,0,0,0
a6e17430,74f2b344,dc55bdb6,0,0,0,0,0,0
41107445,00099ab0,019b4b04,0,0,0,0,0,0
2ca47344,fd94ba4d,eabf14a1,0,0,0,0,0,0
602a3b51,8066a179,a1195cab,0,0,0,0,0,0
e04351d2,b366c94b,54301517,0,0,0,0,0,0
6d7ba703,a4fbe549,d2f79e24,0,0,0,0,0,0
9424a9e8,caeb308b,1f974731,0,0,0,0,0,0
17918966,df89f18b,b79cd7b2,0,0,0,0,0,0
006dc191,e46539f2,a554e3f8,0,0,0,0,0,0
5fe4acb1,d13f5a7c,f1aaedac,0,0,0,0,0,0
c5341eb8,710e1cb5,f6c7fa7a,0,0,0,0,0,0
26fb10b6,ed9aea2e,d517edb8,0,0,0,0,0,0
00000fff,40000000,00800fff,0,0,0,0,0,0
3fc00000,40000000,40400000,0,0,0,0,0,0
00000fff,c0000000,80800fff,0,0,0,0,0,0
3fc00000,c0000000,c0400000,0,0,0,0,0,0
80000fff,40000000,80800fff,0,0,0,0,0,0
bfc00000,40000000,c0400000,0,0,0,0,0,0
80000fff,c0000000,00800fff,0,0,0,0,0,0
bfc00000,c0000000,40400000,0,0,0,0,0,0
407ffff0,40000008,41000000,0,0,0,0,0,0
afc60800,b421e000,247a709e,0,0,0,0,0,0
b5cef000,68fd5800,df4cca52,0,0,0,0,0,0
b954f800,8a070000,03e09d90,0,0,0,0,0,0
138bc800,5b326800,2f42d3b2,0,0,0,0,0,0
94424000,6f17c000,c3e64ae0,0,0,0,0,0,0
da675800,351cf800,d00dd9bd,0,0,0,0,0,0
0217a000,eeebe000,b18bb48c,0,0,0,0,0,0
779db000,08c03000,40ecc322,0,0,0,0,0,0
88c10800,c6785000,0fbb3c12,0,0,0,0,0,0
b60dd800,f6a5a800,6d37929c,0,0,0,0,0,0
3f390000,f8ec2000,f8aaa320,0,0,0,0,0,0
59734000,15bd3800,2fb3cb76,0,0,0,0,0,0
ed2f9000,44d78000,f293c9b8,0,0,0,0,0,0
fbbeb000,2fcea800,ec19eec4,0,0,0,0,0,0
9b3f4800,7c3a9000,d80b65e8,0,0,0,0,0,0
19f7e000,d723f000,b19ebc02,0,0,0,0,0,0
e28b9000,8beea000,2f02171a,0,0,0,0,0,0
70ad6800,26124000,57462154,0,0,0,0,0,0
73101800,0e5c3800,41f7e84a,0,0,0,0,0,0
fba4a000,afda3000,6c0c4f1e,0,0,0,0,0,0
97658800,5eb9f800,b6a6bda4,0,0,0,0,0,0
de62d800,10630000,af492588,0,0,0,0,0,0
42120000,d383e000,d6166b80,0,0,0,0,0,0
c6d0a800,08a6f800,90081713,0,0,0,0,0,0
0a810000,cb58e800,965a99d0,0,0,0,0,0,0
42842800,addea800,b0e5e2d4,0,0,0,0,0,0
0d75d800,d37a1800,a1702bfc,0,0,0,0,0,0
ccee8800,03f08800,91601e38,0,0,0,0,0,0
adeb7000,a3ed2000,125a141e,0,0,0,0,0,0
8c9ba000,3a526800,877fd0f2,0,0,0,0,0,0
81b6a800,d55dc800,179e3dbb,0,0,0,0,0,0
d0d24000,d3665000,64bd2734,0,0,0,0,0,0
16e11000,7503c800,4c67b609,0,0,0,0,0,0
9b4fe800,5e824800,ba539c92,0,0,0,0,0,0
109a3000,31aa6000,02cd3b64,0,0,0,0,0,0
42a86800,a31a1000,a64ab22d,0,0,0,0,0,0
0e200800,6c016000,3aa1c016,0,0,0,0,0,0
a5614800,c95af800,2f40b18e,0,0,0,0,0,0
271f9000,5564d800,3d0ea2e2,0,0,0,0,0,0
e3655000,875a0800,2b434d4a,0,0,0,0,0,0
43259800,cc412000,cff9d896,0,0,0,0,0,0
507f4800,65681800,7667712f,0,0,0,0,0,0
d016c000,9c4e2800,2cf2cc1c,0,0,0,0,0,0
9b380800,bed8a000,1a9bb9c5,0,0,0,0,0,0
08ed8000,da221000,a39659d8,0,0,0,0,0,0
be762800,2d035000,abfc86c9,0,0,0,0,0,0
afb7a000,a47ae000,14b3f2ec,0,0,0,0,0,0
a8431800,55e75000,beb047a0,0,0,0,0,0,0
82a60000,7652f000,b988c7a0,0,0,0,0,0,0
dcd8a000,a39af800,4103221b,0,0,0,0,0,0
38342000,108a9800,9430866,0,0,0,0,0,0
bcc56000,ac934000,29e30ef0,0,0,0,0,0,0
69e6b000,4ff0d000,7a59006f,0,0,0,0,0,0
1b260800,dc10f000,b7bc004f,0,0,0,0,0,0
b6769800,55b0e000,ccaa6045,0,0,0,0,0,0
292b9000,d68e2000,c03e7ea4,0,0,0,0,0,0
64479000,32eb4000,57b76314,0,0,0,0,0,0
bee6c000,71b50800,f1232cf6,0,0,0,0,0,0
fdbb2800,2f6ba000,edac42b1,0,0,0,0,0,0
b0877800,1b40d000,8c4c1023,0,0,0,0,0,0
d1fe1800,ea7d9000,7cfbaca6,0,0,0,0,0,0
e94f9000,a5d81000,4faf2e79,0,0,0,0,0,0
90eda800,550c8800,a6827621,0,0,0,0,0,0
bba74000,244d5800,a08627be,0,0,0,0,0,0
1e0d8000,b703f800,9591e328,0,0,0,0,0,0
41580000,97cb3800,99ab7740,0,0,0,0,0,0
75c58000,8a7bb000,c0c22c48,0,0,0,0,0,0
e24a9800,88eb4800,2bba3283,0,0,0,0,0,0
16dee000,74ac7800,4c1626f9,0,0,0,0,0,0
58a05800,c623a000,df4cf87e,0,0,0,0,0,0
40c90800,02a3f800,0400c2d8,0,0,0,0,0,0
aac2d800,1ebaa000,8a0e0ab7,0,0,0,0,0,0
0cfe8800,79ca1800,4748ef2d,0,0,0,0,0,0
5c915800,13a31000,30b9283b,0,0,0,0,0,0
6728b800,b4482000,dc03e4d7,0,0,0,0,0,0
9c9ae800,f256b800,4f81ed47,0,0,0,0,0,0
47daa000,d03c3000,d8a0b67e,0,0,0,0,0,0
1aebb000,f9e63800,d553f3ae,0,0,0,0,0,0
264f1000,3ebe9800,259a28d2,0,0,0,0,0,0
a3261caf,364978f3,9a02bb01,0,0,0,0,0,0
bf235342,89454c17,08fbbf3a,0,0,0,0,0,0
d952ccc9,0023e811,9a06f77c,0,0,0,0,0,0
4e3ab099,a4269f16,b2f3050e,0,0,0,0,0,0
cfbabd45,56b1525b,e70158f0,0,0,0,0,0,0
27a315db,6cbc144d,54efa1f7,0,0,0,0,0,0
